effect,priority,shield_time,effect_point_type,icon_pro,object,para1,damage,skill_effect_type,rate,skill_anim,effect_num_des,scale,name,attached_skill,des,icon,id,health_enable,effect_des,level,group,trigger,shield,cost,effect_num,type2,power,cure,anger,status,effect_path,type,type_des,object_num
"","","4|4|4|4|4","7","UIPVEHeroAppear_img_skill_1001",0,"","","3","","","35072","0","160074","","163011","skill_icon_1001",100041,"","100%|150%|200%|250%|450%","5","","","250|270|300|350|400","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Shaonian/VFX_shaonian_hudun.prefab",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",100042,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",14,"","1"
"30173|30173|30173|30173|30173","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","30173","0","164018","","164010","skill_icon_1003",100043,"","30|50|70|90|150","5","","","","2|3|4|5","30|50|70|90|150","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35001|35005","0","160078","","163002","skill_icon_1004",100044,"","10;10|20;20|30;30|40;40|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35105","0","160080","","163075","skill_icon_1001",100045,"","5%|7%|9%|15%|30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35102","0","160082","","163027","skill_icon_1002",100046,"","30%|30%|30%|30%|30%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35098|35105","0","160084","","163072","skill_icon_1003",100047,"","10%;10%|14%;14%|18%;18%|24%;24%|30%;30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","600033;600040","",11,"150165","1"
"30070|30070|30070|30070|30070","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","30070","0","160016","","163055","skill_icon_1003",100048,"","5%|7%|9%|15%|30%","5","","","","2|3|4|5","5|7|9|15|30","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35000|35004","0","160170","","163000","skill_icon_1004",100049,"","10;10|20;20|30;30|40;40|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","40092","0","160092","","163065","skill_icon_1002",100050,"","50%|50%|50%|50%|50%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100051,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35102","0","160094","","163010","skill_icon_1004",100052,"","10%|12%|14%|16%|20%","5","","","","2|3|4|5","","","0|0|0|0|0","","","600037","",11,"150165","1"
"30172|30172|30172|30172|30172","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30172","0","164019","","164011","skill_icon_1001",100053,"","30|50|70|90|150","5","","","","2|3|4|5","30|50|70|90|150","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35000|35004","0","160046","","163000","skill_icon_1002",100054,"","10;10|20;20|30;30|40;40|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35071|35066","0","160100","","163018","skill_icon_1003",100055,"","30%;20|50%;30|70%;40|100%;50|300%;100","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35136","0","160096","","163035","skill_icon_1004",100056,"","5|5|5|5|5","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100057,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1002",1,"","500|600|700|900|1100","2","","VFX_pve_skill_timeline","35070|35066","0","160106","200006","163007","skill_icon_1002",100058,"","500%;50|600%;100|700%;150|900%;200|1100%;300","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100059,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",14,"","1"
"30174|30174|30174|30174|30174","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","30174","0","164020","","164023","skill_icon_1004",100060,"","30|50|70|90|150","5","","","","2|3|4|5","30|50|70|90|150","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35000|35004","0","160110","","163000","skill_icon_1001",100061,"","10;10|20;20|30;30|40;40|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35024","0","160112","","163004","skill_icon_1002",100062,"","20|30|40|50|100","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35112","0","160114","","163049","skill_icon_1003",100063,"","30%|30%|30%|30%|30%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","300|350|400|500|600","2","","","35070","0","160116","","163005","skill_icon_1004",100064,"","300%|350%|400%|500%|600%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30109","0","164008","","164005","skill_icon_1001",100065,"","15%|30%|45%|60%|75%","5","","","","2|3|4|5","15|30|45|60|75","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35000|35004","0","160120","","163000","skill_icon_1002",100066,"","10;10|20;20|30;30|40;40|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40010","0","160122","","163076","skill_icon_1003",100067,"","20%|40%|60%|80%|100%","5","","","","2|3|4|5","20|40|60|80|100","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35135","0","160124","","163039","skill_icon_1004",100068,"","50%|50%|50%|50%|50%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","1","UIPVEHeroAppear_img_skill_1001",1,"","500|600|700|900|1100","2","","","35070","0","160132","","163077","skill_icon_1001",100069,"","500%|600%|700%|900%|1100%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35129","0","160126","","163012","skill_icon_1002",100070,"","10%|15%|20%|25%|50%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",12,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35003|35007","0","160130","","163001","skill_icon_1003",100071,"","50;50|60;60|70;70|100;100|150;150","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35066|35003","0","160036","","163020","skill_icon_1004",100072,"","50;100|60;120|70;150|100;200|150;300","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35094","0","160128","","163038","skill_icon_1001",100073,"","20%|20%|20%|20%|20%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100074,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",1,"","","","","","","0","","","","skill_icon_1004",100075,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100076,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",100077,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100078,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100079,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"40010|40010|40010|40010|40010","","","1","UIPVEHeroAppear_img_skill_1001",0,"","","2","","","40010","0","160072","","163076","skill_icon_1001",100080,"","5%|10%|15%|20%|25%","5","","","","2|3|4|5","5|10|15|20|25","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",100081,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",14,"","1"
"35109|35109|35109|35109|35109","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35109","0","160068","","163064","skill_icon_1003",100082,"","5%|10%|15%|20%|25%","5","","","","2|3|4|5","5|10|15|20|25","","0|0|0|0|0","","","","",2,"163087","1"
"30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","30109","0","164006","","164005","skill_icon_1004",100083,"","3%|6%|9%|12%|15%","5","","","","2|3|4|5","3|6|9|12|15","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35105","0","160150","","163046","skill_icon_1001",100084,"","5%|5%|5%|5%|5%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100085,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35099","0","160162","","163015","skill_icon_1001",100086,"","5%|7%|9%|15%|30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","","40010","0","160072","","163076","skill_icon_1004",100087,"","5%|10%|15%|20%|25%","5","","","","2|3|4|5","5|10|15|20|25","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",2,"163087","1"
"30063|30063|30063|30063|30063","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30063","0","160166","","163063","skill_icon_1001",100088,"","5%|10%|15%|20%|25%","5","","","","2|3|4|5","5|10|15|20|25","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35000|35004","0","160178","","163000","skill_icon_1002",100089,"","5;5|10;10|15;15|20;20|25;25","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35105","0","160162","","163046","skill_icon_1003",100090,"","5%|5%|5%|5%|5%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100091,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100092,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1002",1,"","500|600|700|900|1100","2","","VFX_pve_skill_timeline","35070","0","160174","","163005","skill_icon_1002",100093,"","500%|600%|700%|900%|1100%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100094,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",14,"","1"
"35084|35084|35084|35084|35084","","","1","UIPVEHeroAppear_img_skill_1003",0,"","","2","","VFX_pve_skill_timeline","35084","0","160196","","163288","skill_icon_1003",100095,"","5%|7%|10%|15%|20%","5","","","","2|3|4|5","5|7|10|15|20","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35000|35004","0","160180","","163000","skill_icon_1001",100096,"","10;10|20;20|30;30|40;40|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35064|40020","0","160178","","163023","skill_icon_1003",100097,"","5%;5%|7%;7%|9%;9%|15%;15%|30%;30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35114","0","160176","","163051","skill_icon_1004",100098,"","30%|30%|30%|30%|30%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100099,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1002",1,"","300|350|400|500|600","2","","","35070","0","160186","","163005","skill_icon_1002",100100,"","300%|350%|400%|500%|600%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100101,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",14,"","1"
"30171|30171|30171|30171|30171","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","30171","0","164017","","164003","skill_icon_1004",100102,"","30|50|70|90|150","5","","","","2|3|4|5","30|50|70|90|150","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35002|35006","0","160190","","163003","skill_icon_1001",100103,"","10;10|20;20|30;30|40;40|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35099","0","160192","","163015","skill_icon_1002",100104,"","5%|7%|9%|15%|30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35135","0","160194","","163039","skill_icon_1003",100105,"","50%|50%|50%|50%|50%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","500|600|700|900|1100","2","","VFX_pve_skill_timeline","35070|35071","0","160204","200005","163006","skill_icon_1004",100106,"","500%;100%|600%;150%|700%;200%|900%;250%|1100%;300%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"30167|30167|30167|30167|30167","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30167","0","164014","","164004","skill_icon_1001",100107,"","10|20|30|50|90","5","","","","2|3|4|5","10|20|30|50|90","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35002|35006","0","160200","","163003","skill_icon_1003",100108,"","50;50|60;60|70;70|100;100|150;150","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"40001|40001|40001|40001|40001","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","40001","0","160198","","163026","skill_icon_1004",100109,"","50|100|150|200|300","5","","","","2|3|4|5","50|100|150|200|300","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35108","0","160196","","163040","skill_icon_1001",100110,"","250|250|250|250|250","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100111,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1003",1,"","","","","","","0","","","","skill_icon_1003",100112,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100113,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100114,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",100115,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100116,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1001",1,"","500|600|700|900|1100","2","","VFX_pve_skill_timeline","35070|35119|35120","0","160080","200004","163085","skill_icon_1001",100117,"","500%;10%;10%|600%;12%;12%|700%;14%;14%|900%;16%;16%|1100%;20%;20%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",100118,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",14,"","1"
"30070;30099|30070;30099|30070;30099|30070;30099|30070;30099","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","30070|30099","0","160060","","163078","skill_icon_1003",100119,"","10%;20min|20%;30min|30%;40min|50%;50min|100%;60min","5","","","","2|3|4|5","10;1200|20;1800|30;2400|50;3000|100;3600","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35001|35005","0","160056","","163002","skill_icon_1004",100120,"","50;50|60;60|70;70|100;100|150;150","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35098|35102","0","160170","","163022","skill_icon_1001",100121,"","5%;5%|7%;7%|9%;9%|15%;15%|30%;30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35100","0","160082","","163016","skill_icon_1002",100122,"","30%|30%|30%|30%|30%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"30092;30064|30092;30064|30092;30064|30092;30064|30092;30064","","","1","UIPVEHeroAppear_img_skill_1001",0,"","","2","","","30092|30064","0","160070","","163062","skill_icon_1001",100123,"","10%;10%|15%;15%|20%;20%|25%;25%|30%;30%","5","","","","2|3|4|5","10;10|15;15|20;20|25;25|30;30","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35125","0","160088","","163070","skill_icon_1002",100124,"","20%|30%|40%|50%|100%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35000|35004","0","160058","","163000","skill_icon_1003",100125,"","5;5|10;10|15;15|20;20|25;25","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35115","0","160048","","163043","skill_icon_1004",100126,"","5%|5%|5%|5%|5%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100127,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1001",1,"","500|600|700|900|1100","2","","VFX_pve_skill_timeline","35070|35066","0","160168","200007","163007","skill_icon_1001",100128,"","500%;50|600%;100|700%;150|900%;200|1100%;300","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35070","0","160044","","163083","skill_icon_1002",100129,"","500%|600%|700%|900%|1100%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35003|35007","0","160048","","163001","skill_icon_1003",100130,"","10;10|15;15|20;20|25;25|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35101","0","160076","","163017","skill_icon_1004",100131,"","5%|7%|9%|15%|30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35126","0","160052","","163036","skill_icon_1001",100132,"","30%|30%|30%|30%|30%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","1","UIPVEHeroAppear_img_skill_1001",1,"","500|600|700|900|1100","2","","VFX_pve_skill_timeline","35070","0","160066","","163005","skill_icon_1001",100133,"","500%|600%|700%|900%|1100%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"30100|30100|30100|30100|30100","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","30100","0","160048","","163052","skill_icon_1002",100134,"","20min|30min|40min|50min|60min","5","","","","2|3|4|5","1200|1800|2400|3000|3600","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35003|35007","0","160044","","163001","skill_icon_1003",100135,"","50;50|60;60|70;70|100;100|150;150","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"30071|30071|30071|30071|30071","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","30071","0","160046","","163054","skill_icon_1004",100136,"","10%|20%|30%|50%|100%","5","","","","2|3|4|5","10|20|30|50|100","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35127|35128","0","160130","","163034","skill_icon_1001",100137,"","50%;50%|50%;50%|50%;50%|50%;50%|50%;50%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","1","UIPVEHeroAppear_img_skill_1001",0,"","","2","","","35000|35004","0","160110","","163000","skill_icon_1001",100138,"","5;5|10;10|15;15|20;20|25;25","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",2,"163087","1"
"31007|31007|31007|31007|31007","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","31007","0","160208","","163068","skill_icon_1002",100139,"","5%|7%|9%|12%|15%","5","","","","2|3|4|5","5|7|9|12|15","","0|0|0|0|0","","","","",1,"163087","1"
"30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","30109","0","164007","","164005","skill_icon_1003",100140,"","10%|20%|30%|40%|50%","5","","","","2|3|4|5","10|20|30|40|50","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35104","0","160194","","163045","skill_icon_1004",100141,"","10%|10%|10%|10%|10%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100142,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1001",1,"","300|350|400|500|600","2","","","35070","0","160148","","163005","skill_icon_1001",100143,"","300%|350%|400%|500%|600%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","30109","0","164008","","164005","skill_icon_1002",100144,"","15%|30%|45%|60%|75%","5","","","","2|3|4|5","15|30|45|60|75","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35000|35004","0","160150","","163000","skill_icon_1003",100145,"","10;10|15;15|20;20|25;25|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35024","0","160154","","163004","skill_icon_1004",100146,"","20|30|40|50|100","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35111","0","160156","","163041","skill_icon_1001",100147,"","30%|30%|30%|30%|30%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"35133|35133|35133|35133|35133","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","","35133","0","160088","","163079","skill_icon_1004",100148,"","10%|20%|30%|40%|50%","5","","","","2|3|4|5","10|20|30|40|50","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",1,"163087","1"
"30063|30063|30063|30063|30063","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30063","0","160142","","163063","skill_icon_1001",100149,"","5%|10%|15%|20%|25%","5","","","","2|3|4|5","5|10|15|20|25","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","40010","0","160072","","163076","skill_icon_1002",100150,"","5%|10%|15%|20%|25%","5","","","","2|3|4|5","5|10|15|20|25","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35133","0","160088","","163079","skill_icon_1003",100151,"","10%|20%|30%|40%|50%","1","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100152,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
